Entry	Entry name	PubMed ID
Q9BPU9	B9D2_HUMAN	15057824; 15489334; 19208769; 21763481; 26092869
Q6ZT62	BGIN_HUMAN	14702039; 10591208; 19367720; 19690332; 21269460; 21406692; 23186163; 23223568; 24275569
P0DO97	CC192_HUMAN	15372022
P27797	CALR_HUMAN	2332496; 1919005; 1733953; 19054851; 15057824; 15489334; 7841019; 3260607; 1911778; 2400400; 1286669; 1286667; 8418194; 9150948; 7876246; 8666824; 9427624; 9640257; 10358038; 10605026; 11149926; 11322874; 19159218; 19608861; 20801878; 21269460; 22905912; 23614004; 24275569; 25944712; 30157172; 24325356; 24325359; 19154346; 21423620
O60911	CATL2_HUMAN	9563472; 9727401; 10029531; 10382972; 12975309; 15164053; 15489334; 22967898; 25944712; 11027133; 30425301
P47710	CASA1_HUMAN	7619062; 15815621; 15489334; 8192860; 7749638; 17646876; 18847231; 12919330; 9050925; 20068231
Q6NZI2	CAVN1_HUMAN	14702039; 15489334; 9582279; 15242332; 17026959; 17081983; 18191225; 18056712; 18220336; 18691976; 18669648; 19726876; 19525939; 20684003; 20068231; 21269460; 21406692; 23186163; 24275569; 25218447; 25114211; 24567387; 26614875; 28112733; 16959974
Q5T440	CAF17_HUMAN	16710414; 21269460; 22323289; 24275569; 25609768; 25944712; 23462291
Q96CT7	CC124_HUMAN	15489334; 21269460; 22814378; 23186163; 23894443
B7Z1M9	C2D4D_HUMAN	14702039; 16710414; 15489334
P00915	CAH1_HUMAN	3104879; 2121614; 15489334; 4217196; 4625868; 4632246; 4207120; 10550681; 16807956; 16686544; 17127057; 19186056; 19206230; 18618712; 21269460; 24275569; 4622589; 804171; 6430186; 15299369; 8057362; 7932756; 12009884; 16870440; 16506782; 17314045; 17407288; 6781336; 7866410
Q66K79	CBPZ_HUMAN	9099699; 14702039; 15815621; 15489334; 10080937; 10671522; 11766880; 12417617
Q9HCU4	CELR2_HUMAN	10907856; 16710414; 9039502; 18669648; 29983323
Q9Y4C5	CHST2_HUMAN	9722682; 10049591; 11042394; 15489334; 11310842; 12501187; 11726653; 12855678; 15632306; 15220337; 19571171; 22260995
Q86XJ0	CAHM3_HUMAN	15164054; 15489334; 18585350; 19997627
Q5BN46	CI116_HUMAN	18182857; 15164053; 15489334
Q9BUW7	CI016_HUMAN	14702039; 15164053; 15489334; 10369878; 16964243; 18669648; 19413330; 19690332; 20068231; 21406692
P51677	CCR3_HUMAN	7622448; 8642344; 8676064; 11196669; 12079287; 14702039; 16641997; 15489334; 9789057; 21077277; 30171954
P51946	CCNH_HUMAN	8078587; 8069918; 15489334; 7533895; 9852112; 10024882; 10993082; 17081983; 18691976; 18669648; 19369195; 19690332; 20068231; 21269460; 21406692; 23186163; 8836101; 9118957
O14519	CDKA1_HUMAN	9331572; 9506968; 16541075; 15489334; 14985111; 22427660
Q9UKY3	CES1P_HUMAN	10452915; 15616553; 15489334
Q9UQC9	CLCA2_HUMAN	10362588; 10437792; 11262615; 14702039; 15489334; 10554024; 11445004; 11320086; 14966209; 15707651; 16158324; 16873362; 16959974
P16671	CD36_HUMAN	2473841; 7693552; 7505064; 7518447; 12853948; 15489334; 2468669; 11668637; 7503937; 15242332; 1371676; 8798390; 16880211; 18353783; 16263699; 18780401; 19864601; 19159218; 19471024; 20037584; 21610069; 21395585; 22240721; 25822988; 25944712; 7533783; 10391209; 10890433; 11950861; 12506336; 15282206; 18753675; 27667267
Q96MT7	CFA44_HUMAN	14702039; 16641997; 15489334; 19690332; 28552195; 29449551
P01031	CO5_HUMAN	1984448; 15489334; 3365401; 2579066; 690134; 1996961; 8182049; 9553099; 16335952; 3408713; 2784981; 2730871; 9007977; 9188742; 7730648; 15778377; 15488949; 15995705; 15598652; 18536718; 20133685; 21217642; 22028381; 24521109
P25940	CO5A3_HUMAN	10722718; 15057824; 1571108; 19159218
Q14CN2	CLCA4_HUMAN	10437792; 12975309; 14702039; 16710414; 15489334; 15490240; 16012037; 16740002; 18254958
A8K5M9	CO062_HUMAN	14702039; 16572171
Q9C0B2	CFA74_HUMAN	14702039; 16710414; 15489334; 11214970; 17974005
Q9H8M5	CNNM2_HUMAN	14702039; 15164054; 15489334; 12657465; 21397062; 23186163; 24699222
Q8TCT0	CERK1_HUMAN	11956206; 16269826; 15461802; 14702039; 10591208; 15489334; 11258795; 16081073; 19168031; 19899769; 27725450
Q96DG6	CMBL_HUMAN	14702039; 15489334; 19608861; 20177059; 21269460; 23186163; 24275569
Q8IY22	CMIP_HUMAN	12939343; 15616553; 15489334; 11214970; 15128042; 18220336; 18669648; 21269460; 23186163; 24275569
Q9UBY8	CLN8_HUMAN	10508524; 15489334; 10861296; 17237713; 19941651; 15024724; 16570191; 19201763; 19431184; 19807737; 21990111; 26443629; 27535533
Q5K131	CLLU1_HUMAN	16339396; 17284524; 19726446; 19212335
Q17RW2	COOA1_HUMAN	12874293; 16710414; 15489334; 
Q9H9E3	COG4_HUMAN	14702039; 15616553; 15489334; 17974005; 11703943; 14759258; 19413330; 19536132; 21269460; 22814378; 23186163; 30290151; 19651599; 19494034
Q8NEP4	CQ047_HUMAN	14702039; 16625196; 15489334
Q0P5P2	CQ067_HUMAN	16625196; 15489334
P53621	COPA_HUMAN	8647451; 16710414; 15489334; 1429581; 9365789; 9533652; 17081983; 16964243; 18691976; 18669648; 19413330; 19690332; 20068231; 21269460; 21835166; 21406692; 22814378; 23186163; 24275569; 24129315; 25129144; 25894502; 25944712; 30352685
P53673	CRBA4_HUMAN	8999933; 15461802; 10591208; 15489334; 7504514; 16960806; 20577656
P33261	CP2CJ_HUMAN	2009263; 8095407; 15164054; 8215410; 11950794; 18577768; 19965576; 20972997; 23959307; 24275569; 23118231; 8195181; 7969038; 9103550; 9732415; 10022751; 10411572; 12464799; 15499191; 15469410; 16141610
P82279	CRUM1_HUMAN	10508521; 11734541; 15914641; 17974005; 14702039; 16710414; 15489334; 12567265; 11389483; 11231775; 11559858; 12573663; 12700176; 12843338; 15024725; 15459956; 15623792; 15691574; 16205573; 17128490; 16936081; 16959974; 17438615; 17724218; 18055821; 18682808; 19140180; 19956407; 20108431; 20683928; 20591486; 21987686; 20956273; 22128245; 21602930; 22065545; 22334370; 28819299; 30120214
Q9UH73	COE1_HUMAN	15489334; 10942392; 14630787; 22814378; 25114211; 28112733; 20592035
P22680	CP7A1_HUMAN	8439551; 2384150; 1610352; 15489334; 8020987; 1312351; 11013305; 12077124; 15796896; 19965590; 21813643; 12721789
Q5T3F8	CSCL2_HUMAN	14702039; 17974005; 14574404; 15489334; 18669648; 23186163; 24275569
Q9UPN4	CP131_HUMAN	10470851; 16625196; 15489334; 14654843; 17081983; 16964243; 17954613; 18669648; 19369195; 19690332; 20068231; 21406692; 23186163; 24089205; 22797915; 24185901; 24121310; 23137637; 24275569; 24550735; 26616734; 26297806; 27224062
P04839	CY24B_HUMAN	12139950; 14702039; 15489334; 2425263; 3600768; 9790760; 3600769; 10578014; 19028840; 19159218; 24275569; 28351984; 9224653; 2556453; 1710153; 8101486; 7927345; 8182143; 8916969; 9111587; 9585602; 9856476; 9794433; 9667376; 10089913; 9888386; 10914676; 11462241; 11997083; 15338276; 18773283; 21278736; 22125116; 23910690; 27666509
Q8NG35	D105A_HUMAN	12193721; 15489334; 12734011
Q14999	CUL7_HUMAN	7584044; 14702039; 14574404; 15489334; 12481031; 12904573; 16140746; 15964813; 16547496; 17332328; 17675530; 18498745; 18669648; 20068231; 21737058; 21269460; 21572988; 20139075; 23186163; 24362026; 24793695; 24793696; 25752541; 17298945; 16142236; 23018678
P0DP73	D130B_HUMAN	16421571; 28181499
Q8NET1	D108B_HUMAN	12600824; 11854508; 12734011
Q96M42	CU129_HUMAN	14702039; 10830953; 
P12074	CX6A1_HUMAN	14702039; 16541075; 15489334; 2549515; 1286669; 25152455; 25944712; 28844695; 30030519
P26232	CTNA2_HUMAN	8432524; 14702039; 17974005; 15815621; 15489334; 16182284; 18163523; 21406692; 30013181
Q8TEB1	DCA11_HUMAN	14702039; 12508121; 15489334; 17974005; 16949367; 16964240; 23186163; 24275569
Q8N8A6	DDX51_HUMAN	14702039; 16541075; 15489334; 17974005; 17081983; 18691976; 18669648; 19413330; 19690332; 20068231; 21406692; 22223895; 23186163; 24275569
Q9Y2R4	DDX52_HUMAN	14702039; 16625196; 15489334; 11124703; 12429849; 17525332; 18669648; 19608861; 21269460; 20941364
P78358	CTG1B_HUMAN	9050879; 9626360; 9759882; 10523621; 11709543; 15772651; 15489334; 12065688; 15837811
P43146	DCC_HUMAN	7926722; 16177791; 2294591; 1991322; 8188295; 8861902; 9334332; 20431009; 28250454; 21642953; 8187090; 16959974; 28250456
Q13609	DNSL3_HUMAN	9205125; 9070308; 9714828; 14646506; 14702039; 16641997; 15489334; 10807908; 11141064; 22019780; 23229555; 24312463; 27293190; 16959974; 19559017; 21692081
O00548	DLL1_HUMAN	10079256; 10688816; 19906316; 12975309; 14702039; 14574404; 11006133; 11581320; 15509766; 24025447; 29856955; 31353024
Q86SQ9	DHDDS_HUMAN	12591616; 20736409; 14702039; 16710414; 15489334; 14652022; 21572394; 25066056; 25944712; 28842490; 21295283; 29100083
P60981	DEST_HUMAN	8399167; 14702039; 11780052; 15489334; 12665801; 11812157; 17081983; 16815975; 19413330; 19369195; 19608861; 20068231; 21269460; 21406692; 22223895; 22814378; 23186163; 25944712; 16959974
Q9H2U1	DHX36_HUMAN	12198572; 14731398; 14702039; 16641997; 15489334; 10819331; 16150737; 17932509; 18279852; 18842585; 18854321; 18669648; 19690332; 19608861; 20472641; 21269460; 21149580; 21586581; 21846770; 21993297; 22238380; 24151078; 23186163; 24369427; 26489465; 25579584; 26030138; 26649896; 27940037; 26195789
Q9NRI5	DISC1_HUMAN	10814723; 12573262; 9455484; 19805229; 16710414; 11468279; 12812986; 14532331; 12506198; 15386212; 14962739; 15797709; 15939883; 16510495; 17035248; 17389905; 18955030; 19502360; 19303846; 22228767; 28727686
Q96EY1	DNJA3_HUMAN	9683573; 11679576; 14702039; 15616553; 15489334; 12097419; 10411904; 21269460; 23186163; 23455924; 25944712; 
Q16254	E2F4_HUMAN	7958924; 7958925; 7892279; 10797289; 19054851; 15616553; 15489334; 9074408; 11418595; 14532282; 15107404; 16360038; 17671431; 17531812; 19413330; 22002537; 23186163; 24275569; 10090723; 10679953
Q6UX65	DRAM2_HUMAN	12975309; 16710414; 15489334; 16303743; 19895784; 19556885; 25983245
Q19T08	ECSCR_HUMAN	18556573; 19416853; 14702039; 15489334
P13639	EF2_HUMAN	2610926; 1596361; 15489334; 2840927; 14654843; 16139798; 17081983; 16901746; 18669648; 19413330; 19417104; 19608861; 20068231; 21269460; 21406692; 22223895; 22814378; 23186163; 23184662; 24648518; 25231979; 24275569; 25064856; 25114211; 25944712; 23636399; 23001565
P14416	DRD2_HUMAN	2533064; 2531656; 2138729; 2532362; 2137193; 2144985; 1363862; 1835903; 8471125; 10719223; 15489334; 15857609; 17550964; 21184734; 21645528; 17264214; 22408789; 26535572; 25979333; 29466326; 7902708; 10220438; 15389757; 10716258; 21179162
Q9NZJ5	E2AK3_HUMAN	10026192; 10677345; 10932183; 14702039; 15815621; 15489334; 20068231; 22169477; 21406692; 23103912; 24508390; 26268696; 31875558; 17344846
Q9Y463	DYR1B_HUMAN	9918863; 10910078; 15057824; 15489334; 11980910; 14500717; 14593110; 22998443; 24827035; 17344846
Q01094	E2F1_HUMAN	1638634; 1638635; 1448092; 8964493; 11780052; 15489334; 7958836; 8336704; 8413249; 8033208; 7958856; 7969176; 8170954; 7494286; 7838523; 9199321; 9780002; 10675335; 11418595; 12697828; 12717439; 16360038; 15716352; 17081983; 17704056; 18669648; 19690332; 20040599; 20176812; 21653699; 23629655; 12501191; 12598654
Q7L190	DPPA4_HUMAN	14702039; 16641997; 15489334; 21406692; 26687479
P54098	DPOG1_HUMAN	8884268; 9034326; 15489334; 18063578; 25944712; 26942291; 29290964; 11431686; 12210792; 11897778; 12975295; 12825077; 12872260; 14635118; 12707443; 14694057; 12565911; 15122711; 15349879; 15534189; 15351195; 14745080; 15477547; 16080118; 15929042; 15689359; 15917273; 15824347; 16634032; 16401742; 16621917; 16639411; 16919951; 17420318; 17846414; 18575922; 18828154; 19307547; 25129007
Q9N2K0	ENH1_HUMAN	10366582; 11162811; 12079564; 11562544; 14557543; 12970426
Q5VZP5	DUS27_HUMAN	16710414; 15489334; 
P16452	EPB42_HUMAN	2052563; 2300550; 1689063; 16572171; 15489334; 1544941; 8499466; 1558976; 7819064; 7772513; 8547071; 8547605; 10406914
Q6UWV6	ENPP7_HUMAN	12885774; 12975309; 14702039; 15489334; 15340161; 12671034; 15205117; 15016655; 15458386; 16255717; 19159218; 28292932
Q13822	ENPP2_HUMAN	7982964; 8586446; 8579579; 15769751; 18175805; 16421571; 15489334; 12176993; 1733949; 11559573; 12354767; 14500380; 15700135; 21393252; 21240271; 26371182; 28414242; 27754931
P41567	EIF1_HUMAN	7904817; 10347211; 15489334; 11073994; 19413330; 20068231; 21406692; 23186163; 10228174
Q9UKW6	ELF5_HUMAN	9840936; 10506207; 14702039; 16554811; 15489334
P42566	EPS15_HUMAN	8183552; 8134107; 14702039; 17974005; 16710414; 8662907; 9723620; 12551915; 16325581; 16159959; 16314522; 16964243; 17525332; 18362181; 18088087; 18199683; 18691976; 18669648; 19413330; 19458185; 19690332; 20068231; 20448150; 21269460; 21762413; 21406692; 22648170; 22223895; 22484487; 22814378; 23186163; 24275569; 24768539; 27670116; 9721102; 10757979; 11062555; 16903783; 18200045; 26822536
Q9NQS1	AVEN_HUMAN	10949025; 15489334; 17081983; 18669648; 20068231; 23186163; 24275569; 24129315
Q9Y6H3	ATP23_HUMAN	10219089; 16541075; 15489334
P58397	ATS12_HUMAN	11279086; 12975309; 15372022; 15489334; 16611630; 17895370; 18485748
Q8NHH9	ATLA2_HUMAN	14702039; 15815621; 15489334; 14506257; 18270207; 18669648; 19665976; 19690332; 21269460; 21406692; 23186163; 23969831; 24275569; 24129315; 25944712; 27619977
P27037	AVR2A_HUMAN	1311955; 1314589; 14702039; 15815621; 15489334; 17344846; 21248752
Q9GZL8	BPEC1_HUMAN	10995571; 16641997; 15489334
Q86VB7	C163A_HUMAN	8370408; 10403791; 16541075; 15489334; 10066432; 10577520; 10648003; 11298324; 11196644; 12296867; 12208511; 12377940; 15478309; 15448162; 15075364; 16335952; 16434690; 19159218; 19139490; 24275569
Q8N4S0	CCD82_HUMAN	10931946; 14702039; 15489334; 17525332; 19690332; 20068231; 21406692; 23186163
Q9BXL7	CAR11_HUMAN	11278692; 12853948; 12690205; 15489334; 11356195; 12356734; 17287217; 19690332; 21269460; 23374270; 23129749; 23561803; 23186163; 28628108
P25440	BRD2_HUMAN	1352711; 8781126; 17974005; 14574404; 15489334; 16227282; 18406326; 18669648; 19413330; 19690332; 20068231; 21269460; 21406692; 23186163; 24275569; 17148447; 20871596; 17344846
O95415	BRI3_HUMAN	12853948; 15489334; 11860200; 14592447; 20538055; 30983867
Q96F63	CCD97_HUMAN	15489334; 17974005; 18669648; 19413330; 19690332; 20068231; 21406692
P41180	CASR_HUMAN	8813042; 7759551; 7677761; 8756555; 15489334; 7673400; 8613532; 16513638; 17360426; 20861236; 26290606; 27434672; 27386547; 7916660; 7874174; 7726161; 8675635; 8698326; 8733126; 8702647; 8636323; 8878438; 9298824; 9253358; 9253359; 9661634; 10468915; 9920108; 10487661; 10023897; 10843194; 11762699; 11161843; 12050233; 12107202; 12241879; 12574188; 12915654; 15531522; 15579740; 14985373; 15551332; 15879434; 15572418; 16598859; 16740594; 16608894; 17473068; 17555508; 17698911; 18756473; 19789209; 19179454; 20846291; 21566075; 22114145; 21643651; 23966241; 23169696; 25292184; 25104082; 26386835; 25766501; 22789683
Q86UT8	CCD84_HUMAN	15489334; 24129315
Q9NPB3	CABP2_HUMAN	10625670; 16554811; 11108966; 19338761; 22981119; 28183797
Q8N4L8	CCD24_HUMAN	16710414; 15489334
Q8NCG5	CHST4_HUMAN	10330415; 11439191; 11181564; 14702039; 15489334; 11310842; 12107080; 11726653; 12855678; 15220337
Q5JTZ5	CI152_HUMAN	15164053; 15489334
Q5T035	CI129_HUMAN	15164053
O43633	CHM2A_HUMAN	16533400; 14702039; 15489334; 12665801; 11559748; 14505570; 14519844; 16730941; 17853893; 17547705; 18385515; 18687924; 21269460; 21543490; 21310966; 23186163; 24275569; 26040712
P07451	CAH3_HUMAN	3086182; 3099285; 14702039; 15489334; 2824285; 9651514; 19186056; 19206230; 18618712; 24275569; 16042381; 17427958
Q99828	CIB1_HUMAN	9030514; 9372844; 10826701; 23503467; 19054851; 15489334; 10477286; 10366599; 11323029; 11856312; 11756406; 12011095; 12023286; 12714504; 14992593; 15475008; 12881299; 15933764; 15685448; 16061695; 15883187; 16723353; 16418530; 18627437; 19805025; 19388079; 19854831; 20639889; 21215777; 20951827; 20473878; 21748785; 21264284; 22779914; 24011356; 22964641; 25944712; 30068544; 10822252; 15574431; 15840829; 21388953; 22283712
Q52M75	CE027_HUMAN	14702039; 15489334
Q6IPU0	CENPP_HUMAN	14702039; 15164053; 15489334; 16622420; 16622419; 23186163
Q9C0I3	CCSE1_HUMAN	11214970; 15815621; 15489334
P21926	CD9_HUMAN	1840589; 2037603; 1720807; 8486348; 15196249; 15489334; 2358073; 8478605; 7511626; 14575715; 12796480; 14556650; 11959120; 11278880; 11504738; 18541721; 18508921; 19640571; 21269460; 23858057; 25551757; 27993971
P48509	CD151_HUMAN	7632941; 8627808; 11181065; 14702039; 16554811; 15489334; 11907260; 15265795; 18508921; 21269460; 24275569; 24553111; 27993971
Q7Z7K6	CENPV_HUMAN	15489334; 12196509; 18772885; 18669648; 19690332; 20068231; 23186163; 24275569
P06493	CDK1_HUMAN	3553962; 9515786; 14702039; 15164054; 15489334; 3289755; 7569953; 9242535; 9030781; 12775724; 14654843; 15145941; 16407259; 16371510; 18056467; 17459720; 16933150; 18220336; 18480403; 18691976; 18669648; 18356527; 19509060; 19369195; 19690332; 19608861; 20171170; 20395957; 19917613; 20360007; 19917720; 20937773; 20935635; 20068231; 21269460; 21406398; 21063390; 16236519; 19364923; 19238148; 21535261; 21517772; 21655336; 21516087; 21406692; 22814378; 23602554; 23601106; 23355470; 23186163; 26549230; 25556658; 25944712; 27238018; 28112733
Q49MI3	CERKL_HUMAN	14681825; 15708351; 14702039; 15815621; 15489334; 19501188; 19158957; 18978954
O75956	CDKA2_HUMAN	10082655; 15489334; 14985111; 23781148
P09496	CLCA_HUMAN	3267234; 14702039; 15164053; 15489334; 15858577; 16595675; 18691976; 18669648; 19369195; 20068231; 21269460; 21297582; 22905912; 23186163; 24275569; 25944712
Q07002	CDK18_HUMAN	15019984; 16710414; 15489334; 1639063; 18691976; 18669648; 19369195; 21406692; 23186163; 24275569; 17344846
O95406	CNIH1_HUMAN	11042152; 12975309; 12508121; 15489334; 10209299; 17607000; 23103966
Q32Q52	CL074_HUMAN	16541075; 15489334
Q9BPX3	CND3_HUMAN	10910072; 11136719; 14702039; 15489334; 17081983; 18088087; 18691976; 18669648; 19413330; 19690332; 20068231; 21269460; 21406692; 23186163; 25944712; 16959974
P56749	CLD12_HUMAN	11230166; 12853948; 12690205; 15489334; 18669648; 19690332; 20375010; 23186163
Q96LM1	CL037_HUMAN	14702039; 16541075
A5D8T8	CL18A_HUMAN	14702039; 15616553; 15489334; 26170455
Q96AJ1	CLUA1_HUMAN	15480429; 9734811; 14702039; 15489334; 15530380; 17203229; 19413330; 19690332; 26389662
Q9UGN4	CLM8_HUMAN	10540326; 9701027; 10746781; 16625196; 15489334; 16339535; 22043923; 12483297
Q96F83	CLBA1_HUMAN	12508121; 15489334
Q8N326	CJ111_HUMAN	14702039; 15164054; 15489334
Q07065	CKAP4_HUMAN	8314870; 16541075; 15489334; 15703217; 17081983; 17030514; 17567679; 18296695; 18669648; 19144824; 20068231; 21269460; 24275569; 26091039; 25944712
Q9Y3A0	COQ4_HUMAN	18474229; 10810093; 15164053; 14702039; 15489334; 23186163; 25658047; 26741492
P16220	CREB1_HUMAN	2142528; 2196176; 1966745; 2974179; 1831258; 15579595; 15489334; 8381074; 1827531; 1386673; 8065343; 7608156; 9829964; 9770464; 14536081; 12552083; 14506290; 15454081; 15964553; 16325578; 15733869; 16908542; 17724745; 17525332; 18669648; 19690332; 20573984; 21172805; 21406692; 22267179; 23186163; 24275569; 28112733; 23651431
Q96JB5	CK5P3_HUMAN	12054757; 12737517; 14702039; 16625196; 15489334; 10721722; 15790566; 16173922; 17785205; 19223857; 20164180; 20228063; 21269460; 21283629; 21465471; 21971960; 23152784; 23478299; 24275569; 25772364; 25944712; 30635284
Q9H799	CPLN1_HUMAN	15372022; 15489334; 14702039; 23012439; 23186163; 24178751; 25877302; 22425360; 22264561; 26477546; 25846457; 27081551; 25920555
P07320	CRGD_HUMAN	4033658; 15815621; 15489334; 8999933; 15709761; 21269460; 12729747; 12507494; 10521291; 9927684; 10915766; 10688888; 11371638; 12011157; 12676897; 16943771; 17564961; 21031598
Q8N118	CP4X1_HUMAN	16478468; 12975309; 14702039; 16710414; 15489334; 18549450
Q8N1L4	CP4Z2_HUMAN	15059886; 14702039
Q9GZQ3	COMD5_HUMAN	10918053; 10931946; 14702039; 15489334; 15799966; 21269460; 21778237; 23637203; 23563313; 25355947; 25944712
Q2UY09	COSA1_HUMAN	16330543; 12853948; 12690205; 15489334
Q14093	CYLC2_HUMAN	7737358; 14702039; 15164053; 15489334
Q96NS8	CLUP3_HUMAN	14702039; 15616553; 15489334
P52943	CRIP2_HUMAN	8824798; 8843343; 14702039; 12508121; 15489334; 18669648; 19690332; 19608861; 20068231; 21269460; 23186163; 24275569; 
P0CZ25	D10OS_HUMAN	14702039; 16541075; 19726446
Q5SW24	DACT2_HUMAN	15498874; 14574404; 15489334
Q86T65	DAAM2_HUMAN	9205841; 17974005; 14574404; 24275569
Q99829	CPNE1_HUMAN	9430674; 11780052; 15489334; 12522145; 12949241; 14674885; 18212740; 19539605; 19608861; 21087455; 21269460; 23263657; 25450385
Q9NYP8	CU062_HUMAN	10773462; 14702039; 10830953
A8MPP1	D11L8_HUMAN	16541075
A4D2H0	CTGEF_HUMAN	12853948; 12690205; 15489334
O95377	CXB5_HUMAN	9843209; 16710414; 15489334
Q9UI47	CTNA3_HUMAN	11590244; 12596047; 15164054; 15489334; 18318008; 24275569; 23136403
Q9GZU7	CTDS1_HUMAN	10967134; 12721286; 15815621; 15489334; 15681389; 22814378; 15304220; 17157258
Q9H112	CST11_HUMAN	12072414; 11780052; 15489334
P35638	DDIT3_HUMAN	1339368; 8510758; 7503811; 16541075; 15489334; 14685163; 15322075; 15775988; 16434966; 17872950; 17709599; 18940792; 19855386; 19672300; 20829347; 20876114; 22210905; 22761832; 29083303; 16959974
Q5VZ89	DEN4C_HUMAN	15164053; 14702039; 17974005; 15144186; 17081983; 18669648; 19413330; 19690332; 20937701; 20068231; 21269460; 21406692; 23186163; 24275569
Q10586	DBP_HUMAN	7835883; 8786133; 9110174; 15489334; 8482542; 10508692; 20068231; 24275569
