UniprotID_1,UniprotID_2,confidence
P45984,Q9BY84,0.744
Q9BY84,P45984,0.744
O14925,Q3ZCQ8,1.0
Q9P0V3,Q9P0V3,
Q9UKV8,P11388,0.431
P84022,P51587,0.719
P78396,Q15008,0.494
Q9HB75,P42575,0.993
P42575,Q9HB75,0.993
P04183,Q5UIP0,0.28
Q96LI5,P78543,0.36
O60841,Q15796,0.28
O43172,Q13107,0.36
Q13643,Q13485,0.55
P38919,Q92900,0.996
P78406,P09884,0.191
Q09472,P38398,0.966
P61247,P08238,0.999
Q96CV9,P42858,0.986
O75631,O75841,0.431
Q96JH8,P31939,0.36
P55345,P55345,
P06748,Q9UQ80,0.854
Q9UQ80,P06748,0.854
Q96QF0,Q8TBN0,0.744
Q8TBN0,Q96QF0,0.744
P12931,P20774,0.28
Q99608,Q13439,0.28
P49023,P43405,0.719
Q9BX66,O75955,0.953
Q9NPJ1,Q05084,0.191
P50990,Q13233,0.28
Q9UNH7,O60749,0.982
O60749,Q9UNH7,0.982
P01137,Q03167,0.993
Q9BRT9,Q9Y248,1.0
Q13617,Q9HC36,0.36
Q99598,Q96HT8,0.431
Q9H5I1,P19174,0.28
Q13233,Q16531,0.28
Q96KE9,Q9UER7,0.712
Q12933,Q6P0Q8,0.431
P07948,Q13094,0.798
Q12834,Q9P031,0.36
P25963,P62829,0.28
Q15648,Q9UHV7,1.0
Q5VTD9,Q9HC77,0.55
P40337,P09661,0.28
O00213,P23246,0.28
O60573,Q13107,0.36
Q9UET6,P43487,0.28
P08237,Q9HBG4,0.719
P42773,P55769,0.431
P12931,O95157,0.28
P29353,O94973,0.968
O94973,P29353,0.968
Q14683,P11802,0.36
P01106,Q9GZR7,0.36
Q969T4,Q9Y508,0.431
P31948,Q14207,0.28
Q03468,Q9HCS7,0.778
Q6VMQ6,Q9GZX5,0.28
O95967,Q9HB75,0.431
P61289,P38432,0.431
P38432,P61289,0.431
P10276,P30281,0.824
Q13418,Q6NXE6,0.28
Q99942,Q5VVX9,0.431
O43592,P62826,0.992
O94782,Q08554,0.191
P32119,Q9Y2H9,0.644
Q12834,Q13042,0.999
Q13813,Q00597,0.854
Q8TEE9,Q16576,0.55
P28074,P28070,1.0
P28070,P28074,1.0
O00161,O95295,0.921
P78317,P08047,0.798
Q9P0L2,P31947,0.36
Q9BV68,P46379,0.431
P46379,Q9BV68,0.431
Q15029,P31946,0.705
P42772,O15145,0.431
O43299,Q99750,0.431
Q99750,O43299,0.431
Q9Y5V3,Q8NI60,0.482
P35222,P00519,0.798
Q15185,Q9UET6,0.28
P34741,P15311,0.719
P56279,P05412,0.28
Q9Y3F4,P22392,0.55
Q5TD97,P16220,0.55
P14784,P23458,0.992
P25054,P52948,0.431
O94992,O60563,1.0
P51692,Q13287,0.957
P09874,P49711,0.84
Q14164,Q14019,0.28
Q92616,Q96RR4,0.684
Q9UN74,Q9GZT6,0.431
O75369,O75369,
P24394,P14598,0.431
P14598,P24394,0.431
Q6UXN9,O15047,1.0
Q92831,Q8WXI9,0.55
Q3ZCQ8,Q13233,0.28
O15162,Q5TA45,0.431
Q13224,Q9HAP6,0.946
Q13573,Q7KZF4,0.28
Q96F24,P00558,0.494
P30101,Q12805,0.719
O60739,P30084,0.28
Q13330,Q13330,
Q9H081,P45973,0.954
P62491,P23368,0.28
Q0VG06,Q8N2Z9,0.28
P17028,P10909,0.28
Q12788,Q16576,0.431
O15287,Q8N6Y0,0.676
Q4VCS5,P00747,0.719
P62310,Q7L2J0,0.191
O95985,Q9BQ66,0.431
P54725,Q96JB6,0.431
P31948,P51617,0.591
O75410,O95619,0.913
O95619,O75410,0.913
P62310,P62318,0.935
P46782,P62263,1.0
Q9NS56,Q16576,0.28
P26447,Q13432,0.431
Q16518,Q6PCB7,0.55
Q96Q35,P27986,0.28
Q92922,P51532,1.0
Q9NRR5,P68104,0.55
O15397,P62750,0.28
O75461,Q15326,0.55
P48634,P62993,0.676
Q86SX6,P40337,0.28
Q12983,P10415,0.909
Q15506,Q9HAT0,0.591
P11171,P24534,0.591
P48729,O15151,0.94
Q15796,P07197,0.28
Q6NZI2,P00533,0.54
Q9Y4A5,O15265,0.999
Q8TDR0,Q03001,0.36
Q03001,Q8TDR0,0.36
Q07954,Q03405,0.644
Q07817,Q8IVG9,0.431
Q8TEX9,Q92973,0.987
Q8WYJ6,Q96GD4,0.978
Q9Y2X7,Q9H7E9,0.636
O60739,P46783,0.824
P57723,Q15365,0.999
Q9Y6K9,P35579,0.28
P35555,P55001,0.816
P55001,P35555,0.816
P40938,P35249,1.0
Q92783,O60220,0.824
Q86UL8,P08588,0.969
Q9NX58,Q9BRJ6,0.28
P21675,P17480,0.719
P17480,P21675,0.719
P08631,Q07889,0.928
Q14566,Q14566,
Q04206,P43699,0.431
Q13233,P04350,0.28
P60900,P28062,1.0
P41182,Q9Y618,1.0
P63165,P05412,0.978
Q06787,Q96F07,0.9
P19429,Q59H18,0.778
Q9Y6D9,Q96AQ9,0.431
O75398,P49841,0.55
Q13432,Q15102,0.431
P36542,Q00013,0.676
Q00013,P36542,0.676
P11021,Q9P0V3,0.36
P23945,Q9UKG1,0.84
P15121,Q15797,0.494
Q9UBL3,Q13432,0.431
P13010,Q13535,0.778
P54257,Q06732,0.54
P50990,Q15257,0.55
P23246,Q9UBW7,0.719
Q9BTT4,Q15650,0.191
P36544,P05067,0.778
Q13838,Q13838,
Q00987,Q13972,0.28
P14778,P51617,0.991
P68400,Q53GL0,0.824
Q13547,Q13363,0.998
P30305,Q08050,0.431
Q93009,O15479,0.36
Q9P2I0,Q9NZC7,0.431
P46109,P27986,0.995
Q13418,Q6R327,0.89
Q99750,Q8TBE0,0.431
Q14191,P78527,0.885
Q9BQ83,Q7Z6Z7,0.36
Q14807,Q8IUQ4,0.719
Q9NVI1,Q13286,0.36
Q14061,Q5UIP0,0.28
P37231,Q15291,0.55
Q04912,O43157,0.55
P13500,Q13416,0.28
Q13972,P53350,0.431
P29350,Q9UQC2,0.591
Q8TB72,Q8WY41,0.861
O00194,Q9UNE2,0.55
P08631,Q9H204,0.55
Q9H204,P08631,0.55
O15162,P29353,0.676
O75832,P62333,1.0
Q5RL73,Q15102,0.431
Q00610,Q676U5,0.644
Q7L2J0,P78371,0.191
O75400,Q15393,0.997
Q8TEX9,P52735,0.36
A5YKK6,Q9ULM6,1.0
P40763,P24385,0.744
P62851,P25398,0.985
O15379,Q9HAJ7,1.0
Q6IE81,Q05086,0.636
P07738,P62993,0.6
Q9NRM7,Q96IF1,0.89
P25054,P49841,0.992
Q9H307,Q13363,0.719
P61956,P26641,0.669
P26641,P61956,0.669
P01100,P56279,0.28
Q9UBT7,Q96PY6,0.719
Q96PY6,Q9UBT7,0.719
P05387,Q00653,0.55
P25705,Q99759,0.55
P10721,Q99704,0.719
Q99704,P10721,0.719
P11362,P19174,0.999
P19174,P11362,0.999
Q9NV58,P00441,0.854
Q9Y297,P01730,0.28
Q14164,P00492,0.28
O00231,Q9Y3C7,0.431
Q9UGP4,Q9H422,0.494
Q96HN2,Q8TAC2,0.36
P12110,Q9NRI5,0.55
Q15714,Q16531,0.28
O15457,Q9UHC1,0.644
Q9UHC1,O15457,0.644
P07237,P21246,0.431
Q9GZT8,Q96CG3,0.431
Q9H6Y7,Q9P031,0.36
Q13153,Q92974,0.644
P46779,Q13485,0.494
Q99750,Q3YEC7,0.55
Q3YEC7,Q99750,0.55
P19174,Q7L0Q8,0.778
P51671,P51677,0.987
O75674,O60784,0.89
Q14191,P27694,1.0
P56545,P57682,0.921
P57682,P56545,0.921
Q9ULJ6,P04637,0.719
Q99558,O95163,0.861
Q13077,O43353,0.644
O43592,Q13286,0.36
Q13526,Q9Y478,0.28
P48634,Q13099,0.494
O95721,P46459,0.28
O14986,Q96EZ8,0.28
Q9Y3A3,P40227,0.888
Q9UN72,P00519,0.28
P27694,P49450,0.55
P63279,Q14315,0.28
Q9H422,Q7Z4I7,0.36
Q8IYD8,Q8NB91,0.966
Q15554,O60884,0.191
Q14697,P78396,0.28
P49902,P51116,0.744
Q8TDR0,Q9NYB9,0.36
Q8N3C0,O00303,0.191
P10275,O75376,0.999
Q8NFA0,P05787,0.191
Q13472,O15287,0.676
P03928,P63279,0.28
O14879,P09913,0.82
O14978,Q9UMX1,0.431
Q9NRR5,Q53HC5,0.431
Q15014,P52292,0.191
Q15131,P15036,0.921
Q96EK5,Q9Y2Q3,0.36
P37288,P34947,0.55
Q14139,Q9Y2X8,0.431
Q14739,P31946,0.28
Q96KG7,Q5JTZ9,
P09104,Q96MC5,0.431
Q96MC5,P09104,0.431
O14753,O15379,0.28
P10276,O75376,1.0
O75376,P10276,1.0
P06401,Q9Y6Q9,0.788
Q96HA1,P46976,0.431
P46976,Q96HA1,0.431
Q13233,P61962,0.978
Q12805,O43765,0.431
P63146,Q14527,0.55
O95544,P61981,0.669
Q9NRR5,Q96DN0,0.431
P68104,P54727,0.802
Q9HC52,O95251,0.431
O95251,Q9HC52,0.431
O76071,P51784,0.36
P55211,Q07817,0.28
Q5VWX1,Q8NDI1,0.191
P42566,P42566,
P54652,Q7L2J0,0.191
P35222,Q15678,0.55
Q86WP2,Q96EZ8,0.55
P51522,O15198,0.494
O15198,P51522,0.494
Q92769,Q9UBC3,0.931
O75154,Q9H0H5,0.861
O15371,P23508,0.28
P16333,P21817,0.28
Q14011,P38159,0.719
P11940,Q9UJX4,0.778
Q96ST3,O75376,0.963
O75376,Q96ST3,0.963
P12314,P24071,0.705
P24071,P12314,0.705
P62136,P04637,0.36
P04637,P62136,0.36
O60603,P00533,0.431
Q6UWZ7,Q96RL1,1.0
Q8TAX7,Q16378,0.431
O60671,P27694,0.431
Q9NR30,P23508,0.28
Q96EP0,P29474,0.36
Q9UKD2,P62750,0.951
O00221,Q9UKB1,1.0
Q9H832,Q6PJ69,0.28
Q92934,P31947,0.94
Q13546,O14763,0.767
Q9BUE0,O75448,0.999
P06239,Q07666,0.994
Q12933,P17706,0.55
Q9BXL8,O14980,0.55
P62487,Q9UL03,0.191
P55036,P25705,0.644
Q9NWA0,Q9H668,0.191
O60934,Q92547,0.591
P61244,P28347,0.719
P19438,P0CG47,0.28
Q15109,P25815,0.676
Q8N2W9,P42858,0.719
Q5VTD9,O95967,0.36
O95573,P13984,0.28
Q96SN8,O75312,0.431
O75312,Q96SN8,0.431
Q9BUE0,Q13503,0.999
Q05086,P06401,0.778
P06401,Q05086,0.778
P29353,Q07889,0.999
Q07889,P29353,0.999
O43150,Q96B97,0.676
O00231,Q13485,0.36
P09769,P07900,0.999
Q08050,P06400,0.28
P40337,P26639,0.36
Q93074,O75448,1.0
Q99615,Q99759,0.28
P61586,Q9NZN5,0.987
P54253,Q96K80,0.676
P60709,O43490,0.644
Q92572,O14617,0.996
O75534,P23508,0.28
Q86X95,Q07955,0.778
Q07955,Q86X95,0.778
Q06265,Q13838,0.431
Q13838,Q06265,0.431
P04908,P68431,1.0
Q5VTD9,Q8IXK0,0.36
P63261,Q9Y572,0.28
P49711,P84022,0.798
Q9UHI6,P62304,0.909
Q14164,Q9Y3U8,0.28
O95257,Q9Y383,0.676
P52907,Q14164,0.28
Q99708,P28749,0.676
P28749,Q99708,0.676
Q9NUP9,Q96RL1,0.494
O75807,P36873,0.627
Q92905,Q9H9Q2,1.0
P28799,P17735,0.55
P48729,Q96A00,0.874
Q9NS73,Q9NP79,0.431
Q9NP79,Q9NS73,0.431
O14641,Q7Z7J5,0.431
O95630,Q9Y3C5,0.979
Q9H204,P07947,0.644
Q9H173,P11021,0.997
Q14790,Q9NZS9,0.644
Q9NZS9,Q14790,0.644
Q92769,P10276,0.591
Q16512,P53778,0.824
Q13098,P55789,0.824
P55789,Q13098,0.824
Q15796,Q9H2G4,0.28
Q9Y265,P62330,0.55
Q9C0C2,Q9ULM6,0.676
Q8IWV7,P60953,0.431
P08670,P20823,0.431
P05067,P08138,0.961
Q92530,Q8N7W2,0.676
Q13418,P55211,0.644
P55211,Q13418,0.644
Q8WYA6,O43660,0.676
O15379,Q01101,0.431
Q9HCN8,Q15554,0.191
Q15154,Q8WYH8,0.431
P08621,P23246,0.992
P52797,Q15375,1.0
Q8WUM4,Q9Y5J5,0.36
P17028,Q7L5N1,0.431
Q13363,Q93099,0.28
Q9BWG4,Q9UPN9,0.431
P37231,O95819,0.28
Q86X95,O75446,0.744
Q9NX58,Q14684,0.28
Q13546,Q13489,0.992
O75081,Q9Y2D9,0.644
P46736,P34897,0.6
Q96EP1,Q96LR5,0.431
P20248,P24941,1.0
Q7Z589,P83916,0.964
Q96GF1,Q9Y2X8,0.987
Q14103,Q7L2J0,0.191
Q9Y3C5,Q9UJ41,0.494
Q9UJ41,Q9Y3C5,0.494
Q08211,Q9BQA5,0.55
Q9NRR5,P31150,0.36
Q92598,P35611,0.931
Q14164,Q13200,0.28
Q14194,P55774,0.494
Q969U6,Q13616,0.636
Q86T90,P25054,0.431
Q6NXE6,O00422,0.28
P14373,Q05516,0.431
Q96B02,O00237,0.431
Q6PCD5,Q9Y2X8,0.676
O95409,Q86T96,0.55
Q99551,Q9P273,0.28
P11387,P68431,0.591
P05455,Q14164,0.28
Q9HAU5,Q8IU60,0.744
P54253,P62258,0.938
Q9H0F5,Q9H3D4,0.191
Q9NPH3,O75400,0.36
O75400,Q9NPH3,0.36
P63279,Q9UBW7,0.431
P18846,O60869,0.55
O15259,P56945,0.991
P61964,Q9NZJ0,0.36
P19838,P35222,0.955
Q9BWV1,P35222,0.431
P54253,P01034,0.36
P50542,O60683,1.0
O60683,P50542,1.0
Q9P2Y5,Q8NEB9,0.975
Q96QZ7,O94868,0.89
Q13043,O43524,0.28
Q9UER7,O15169,0.778
Q9UGJ1,Q5JST6,0.55
Q86SJ2,Q86SJ2,
Q92833,P52952,0.931
Q15554,Q6PCB5,0.191
O15350,P06400,0.28
O75496,Q9H211,1.0
O00499,P17600,0.719
P17600,O00499,0.719
Q9UQ35,P61981,0.767
Q9NQS1,P10415,0.55
Q9UBN6,P11586,0.28
P30408,Q08345,0.431
Q96RL1,Q9NWV8,0.958
P56177,Q13485,0.431
P42229,P28482,0.9
P10275,Q9NQU5,0.964
Q969T4,Q06587,0.824
Q92925,P04637,0.191
Q14164,O00487,0.28
Q9UBS4,Q8IWV7,0.636
P61244,P36873,0.36
Q5UIP0,Q9UHY1,0.28
P26045,P61981,0.591
P20963,P16333,0.431
P54646,P48736,0.36
P06400,P24941,1.0
P24941,P06400,1.0
O95197,P51116,0.431
P51116,O95197,0.431
P63279,Q13363,0.55
P12830,P62136,0.6
P62136,P12830,0.6
O43617,Q86SZ2,1.0
P15924,P16284,0.824
P16284,P15924,0.824
Q9NRR5,Q14512,0.431
Q9UKY1,P42330,0.431
P01033,Q13011,0.431
Q9P289,Q9NVK5,0.871
P01589,P05362,0.28
P26599,Q15365,0.898
Q9BZW8,P78314,0.431
Q9NR30,P62258,0.28
P50552,P21673,0.55
Q8N806,P68431,0.55
Q13873,P22004,0.482
Q16637,Q9NY12,0.89
P16333,O14490,0.28
P23526,Q13177,0.55
P35268,Q9UNZ2,0.644
Q9H2U1,Q9Y478,0.36
Q9Y478,Q9H2U1,0.36
P62330,P00533,0.28
P62745,Q8N5V2,0.89
P30793,Q96F85,0.644
Q9NSE2,P14784,0.644
Q14676,O96017,0.744
O96017,Q14676,0.744
Q8TC07,P60520,0.802
Q96KN7,P49715,0.28
O76031,Q9NWV8,0.36
P56693,P56693,
P17252,P78352,0.431
P17844,Q7L2J0,0.191
Q9Y6J8,Q9UBB4,0.36
Q92667,P31321,0.84
P61769,P46379,0.644
Q96FJ2,P98170,0.431
Q9UJY4,Q00610,0.996
Q9Y3F4,Q09472,0.55
Q96J01,Q5VVQ6,0.36
Q15628,Q5VWQ8,0.28
Q7KZN9,Q13286,0.482
P61981,Q9NYF8,0.54
P68133,Q9C0D0,0.431
Q8TC90,O15162,0.431
Q9UBE8,P57775,0.28
P78317,Q8IX04,0.431
P12273,O00141,0.28
Q16611,Q8IVG9,0.431
O43318,O14733,0.928
Q86XK2,Q4G148,0.28
P12931,P09619,0.935
Q9HBD1,P61088,0.431
P61088,Q9HBD1,0.431
Q9UL45,Q9UL45,
P27348,Q8IX12,0.946
Q9UHD2,Q13616,0.191
Q96PU5,Q04917,0.676
P51617,Q06187,0.55
Q06187,P51617,0.55
P21980,P06400,0.431
P11142,O60674,0.431
P11171,P07951,0.28
P17813,P32121,0.431
Q15366,Q15365,1.0
Q7L2J0,Q96P70,0.191
P61244,Q99814,0.644
O94776,Q99497,0.89
Q13042,Q14676,0.581
Q13191,P27986,0.89
Q8WUM4,Q99816,1.0
P61758,Q99759,0.55
Q14164,Q16650,0.28
O75531,Q8WUZ0,0.28
Q9UFF9,P15311,0.28
P56524,Q9UKT9,0.28
Q9NSA3,Q9H3G5,0.36
P35869,Q16531,0.676
Q99583,Q9UH92,0.9
Q9UH92,Q99583,0.9
O95747,P63165,0.28
P35269,P09874,0.55
Q96RT1,O95405,0.636
Q53T94,Q15573,0.976
P46779,P61077,0.28
Q8NDV7,Q9UKV8,1.0
Q9UKV8,Q8NDV7,1.0
P04899,O15539,0.676
Q7Z794,Q70EK8,0.36
P17980,Q96GF1,0.191
P02008,P17535,0.28
Q96RU3,Q9Y4D1,0.824
Q86XR7,O00206,0.995
P53350,P78539,0.494
Q05397,P29317,0.921
Q7L2J0,Q15645,0.191
P26992,P42702,0.959
Q9UPW5,P06733,0.36
P06733,Q9UPW5,0.36
O94782,P52294,0.191
Q14686,Q8NEZ4,0.996
P28068,P01903,1.0
O95994,Q01995,0.482
P26992,Q9BQ66,0.431
O43237,Q08495,0.431
P01023,O60502,0.431
Q9P1W9,Q8NFZ0,0.36
O75554,Q07666,0.928
Q9NX58,Q8TDD1,0.28
O60244,P15976,0.28
Q16665,P05412,0.591
P43364,Q16206,0.431
Q8N474,O60353,0.778
Q12933,P09874,0.28
P29320,P52803,0.959
P52803,P29320,0.959
Q8N122,Q9BVC4,1.0
Q9Y4X5,Q14190,0.28
Q13547,O96028,0.928
Q16594,Q14839,0.431
P05141,Q9HCK5,0.962
P35968,Q9UIW2,0.28
P49903,Q13432,0.431
Q13432,P49903,0.431
P56537,P54577,0.36
Q9UKE5,P10909,0.36
P10909,Q9UKE5,0.36
P14373,Q9Y6X2,0.55
P10746,Q9NRR5,0.36
P12830,P06241,0.55
Q9P2B4,Q9Y6E0,0.874
Q9H0W8,Q8ND04,0.997
Q92783,P52333,0.9
P51531,O96019,1.0
P07814,P19532,0.36
Q9NWA0,Q9NWA0,
Q00987,P00519,0.824
Q99728,Q15047,0.494
Q13769,Q03518,0.824
Q9NV70,Q9UPN3,0.36
Q12904,P54136,0.982
P54136,Q12904,0.982
Q9BYG5,Q05513,1.0
Q05513,Q9BYG5,1.0
Q96RU7,O14733,0.431
Q59H18,O00170,0.55
Q9UGM3,Q96JB5,0.28
Q9UQF2,Q13009,0.431
P56524,Q96EB6,0.676
Q92993,Q9P2H0,0.644
Q9P2H0,Q92993,0.644
P68104,P33552,0.719
P49662,P52701,0.36
P05783,Q9Y5B8,0.431
Q9Y5B8,P05783,0.431
P09651,P08238,0.999
Q8TEQ6,P62304,0.909
P17028,P68104,0.431
Q15477,P14678,0.36
P30793,P53778,0.431
O14745,P13569,1.0
Q9BQG0,Q16576,0.55
Q16774,Q9H832,0.28
O00232,Q9BRP4,0.991
Q8N7H5,P23193,0.951
Q8TAZ6,P49459,0.28
Q8N1F8,Q13485,0.636
Q9UPT9,Q9H9A5,0.36
P40938,P12004,1.0
P12004,P40938,1.0
P26447,P46379,0.431
P50851,O75896,0.36
O60383,Q96HD1,0.431
Q14152,P14921,0.28
O76021,Q14684,0.581
Q9NQR1,P12004,0.971
Q00597,O15287,1.0
Q9UKX3,O43586,0.28
O14939,P23528,0.719
P23526,Q9Y4K3,0.28
P40337,Q7Z443,0.36
O00161,Q9NYB9,0.431
Q92797,Q9UKF6,0.979
P78543,A5YKK6,0.36
P36894,O15105,0.591
P22557,P62993,0.36
Q16623,P30531,0.964
P42229,Q13287,0.957
P07437,Q96L34,0.861
Q15834,Q8NE31,0.431
Q99873,P48552,0.861
P02511,Q9UJY1,0.993
O95402,O43513,1.0
P78317,P51965,0.431
P05129,Q9NRD5,0.36
Q15020,P38432,0.36
Q9UJF2,P23508,0.669
P62081,Q15843,0.494
Q9Y2H9,Q14576,0.431
Q8WXA9,P09874,0.494
Q9H204,Q9BTT4,0.955
Q06187,Q07666,0.676
Q9NZD8,Q9UI14,0.431
Q15642,P60953,0.943
O60260,Q9BXM7,0.999
Q9BXM7,O60260,0.999
P36639,Q9HC36,0.36
Q9HC36,P36639,0.36
Q9Y6K9,P38646,0.28
Q15018,Q96RL1,0.684
P17858,P17858,
P50552,O00308,0.431
O43818,P10114,0.36
Q9NQT5,Q06265,1.0
Q06265,Q9NQT5,1.0
O75909,O75558,0.431
Q9Y6K9,P36873,0.28
Q53GS9,O75317,0.36
O15379,P78347,0.982
P78347,O15379,0.982
Q16637,Q16637,
P28074,P11171,0.591
P18848,Q9Y297,0.99
O00499,P39880,0.431
O00499,Q13948,0.431
Q14008,O75410,0.981
Q53GS9,Q6P2Q9,0.882
Q9NR30,P61956,0.345
Q12789,Q99612,0.431
Q9BXL7,Q9Y6K9,0.917
Q8WYH8,P04637,0.744
O75807,P62136,0.811
P54920,Q9UNK0,0.6
P63162,Q15393,0.676
O75525,Q9H9D4,0.431
Q13043,O43422,0.719
O60282,P61981,0.994
P18887,P22674,0.431
P17980,P35998,1.0
Q9BZR9,P61077,0.431
P16152,P23508,0.36
O95630,O43541,0.778
P54253,P62760,0.36
Q13574,P21673,0.431
P61289,P84101,0.431
P07947,P20936,0.644
P07437,Q15628,0.28
P14778,Q9NWZ3,0.644
Q12834,P38936,0.676
Q99558,Q01780,0.28
Q9NYB9,Q8IY31,0.431
Q8IY31,Q9NYB9,0.431
P11142,Q12933,0.28
Q9Y6I4,Q6DKJ4,0.36
P04629,P62993,0.874
P21810,Q16586,0.55
Q9Y3B2,Q15024,1.0
P27986,Q9Y2D5,0.28
Q13247,Q8IYB3,0.915
Q8TAQ2,Q96GM5,1.0
Q09472,P08047,0.999
Q9H583,O75365,0.36
Q13526,P21127,0.191
Q8WVZ9,Q8N0V3,0.36
Q15116,O15524,0.28
Q99653,O95084,0.431
Q6VMQ6,Q15047,0.956
P25490,P17275,0.482
Q9H201,Q13571,0.494
P25963,Q9H2S9,0.36
P15391,P40259,0.431
P07948,P22681,0.999
Q8TA86,Q01081,0.824
P08670,Q9UI14,0.431
Q16513,P51784,0.191
P05556,Q08722,0.972
Q08722,P05556,0.972
O95402,Q9NWA0,0.98
P78552,Q8TDR0,0.778
Q15554,Q9UNE7,0.191
O00487,P25786,1.0
P08575,Q86WV1,0.719
P54764,P20827,0.854
O00560,P20339,0.719
Q14194,Q9NVP1,0.36
O75400,Q8IVF7,0.798
P59768,P62873,1.0
Q9NVN8,O95751,0.431
P01100,P28482,0.917
O75925,P10242,0.55
Q01101,P04350,0.28
Q13576,Q04206,0.719
P61964,Q7Z434,0.644
P20963,P22681,0.28
P31785,P29353,0.431
Q14145,Q13616,0.591
O15514,P62875,0.999
Q16637,Q9UHI6,1.0
Q9UHI6,Q16637,1.0
P23458,P49407,0.191
Q96BR9,Q96CW1,0.431
Q96CW1,Q96BR9,0.431
O60244,Q9NWA0,0.984
Q9NQG7,Q92902,0.921
Q92902,Q9NQG7,0.921
P36957,P35080,0.431
P35080,P36957,0.431
P25490,Q12800,0.55
P30626,P30626,
Q9H0A6,Q9BRK4,0.431
P49419,O94762,0.36
P01106,Q9NV70,0.28
Q9UHD8,Q9Y4K3,0.28
O60383,Q14807,0.431
P08670,O15525,0.431
Q99608,Q9Y679,0.36
Q9Y679,Q99608,0.36
P53355,O75340,0.644
O60739,P00505,0.684
Q96ST3,Q96EK4,0.644
O95551,O00463,0.431
Q9UQ35,P52597,0.738
Q9Y2K6,Q92813,0.644
P61160,Q14247,0.959
Q99612,O95445,0.431
P14373,Q96QH2,0.644
P42677,Q15628,0.28
Q93009,P98177,0.482
Q9UK85,P00519,0.28
Q13042,Q9UJX5,1.0
Q16539,P51812,1.0
P11142,Q9Y572,0.28
Q15555,Q9Y5J5,0.28
O43463,Q96EB6,0.885
P10244,O00716,0.676
Q6ZT12,P49459,0.591
Q5T0N5,P24666,0.431
Q08334,Q9GZX6,0.591
Q8NEC5,Q9UKJ5,0.431
Q15910,Q9Y2I6,0.431
Q9Y2I6,Q15910,0.431
Q92796,P33402,0.778
P63173,P11171,0.28
Q9H063,P61956,0.431
P61956,Q9H063,0.431
Q13526,Q9NYF8,0.28
O15156,O15156,
Q15796,P01106,0.719
P01106,Q15796,0.719
P06241,P11137,0.84
P11836,P25942,0.431
O15111,P01106,0.798
P01106,O15111,0.798
Q9H0B6,P61981,1.0
O00422,P04792,0.28
P60520,Q9Y3P9,0.719
P11171,O75964,0.28
Q9BX70,P11387,0.9
Q9Y572,O00159,0.28
O15198,Q8NEV8,0.494
P60520,P69891,0.36
P10244,P50750,0.824
P46379,Q9H095,0.431
Q9H095,P46379,0.431
P51965,Q96EP1,0.431
Q96EP1,P51965,0.431
P27986,O60885,0.28
Q13547,Q16204,0.712
Q9UBH0,Q96KM6,0.494
Q93062,P50479,0.431
Q7L5N1,O14717,0.431
O14717,Q7L5N1,0.431
P60709,O43491,0.494
Q9UQ35,Q9Y3D9,0.191
P48552,Q8IYF3,0.431
Q8IYF3,P48552,0.431
Q9H1R2,P19174,0.494
Q9NPB6,P60953,1.0
P01130,Q15036,0.913
Q15036,P01130,0.913
O60721,O60721,
Q7Z4Q2,Q9Y4K3,0.28
P49715,P47902,0.719
Q13114,Q13546,0.719
Q13546,Q13114,0.719
O95257,P12004,0.986
P62258,O14980,0.971
P19012,Q7L590,0.431
P12956,P42858,0.719
Q86X76,O95405,0.36
O15357,P00519,0.636
P28070,Q9Y244,0.82
P32780,Q01094,0.84
Q8TAX7,P15516,0.55
P46109,Q15303,0.431
Q9BUI4,P20226,0.28
P53350,Q5VYV7,0.6
P15173,P15923,0.968
P63151,O95990,0.36
P49336,Q9ULK4,1.0
P23258,P53350,0.84
Q05655,P35568,0.591
Q53GQ0,Q13286,0.482
P38936,P0CG47,0.431
Q9Y6M1,Q9UHX1,0.36
O95071,Q9BPZ3,0.961
P60520,Q13501,0.998
Q13501,P60520,0.998
Q05513,P23443,0.431
P23443,Q05513,0.431
Q9UHY7,P42677,0.591
P21583,P10721,0.978
P10721,P21583,0.978
Q9NPD3,Q14103,0.431
P35754,P35670,0.55
P31948,Q14164,0.28
Q15691,Q9Y4K3,0.28
P98082,P16333,0.28
O43521,P31946,0.913
P04350,Q15628,0.28
P27348,Q9GZT8,0.431
Q14500,Q12959,0.998
Q12959,Q14500,0.998
P09619,O95219,0.431
P22681,O14763,0.28
P61088,Q14527,0.994
Q969Q1,P17661,0.28
Q03393,Q96HA8,0.55
Q8TAQ5,P04637,0.938
P08581,Q96EY1,0.798
Q9P2G9,Q93009,0.36
Q9H2G4,Q7Z2E3,0.36
Q7Z2E3,Q9H2G4,0.36
Q7Z6E9,O95405,0.36
O95405,Q7Z6E9,0.36
Q86XP3,O94762,0.431
P61026,Q9Y4K3,0.28
O75376,P54253,0.36
P54253,O75376,0.36
Q92542,P16066,0.431
O14874,Q9H9S4,0.36
P02765,P00519,0.28
P34932,Q12933,0.28
Q9UHF4,P40692,0.431
Q9Y230,Q9H6T3,0.979
P51665,P14672,0.431
Q9Y4L5,P61077,0.987
Q12933,Q8TBB1,0.431
P35869,P35222,0.55
P41236,Q96SB3,0.431
P54132,O75771,0.89
Q09028,Q92793,0.89
P55854,P28749,0.778
P08047,Q5U623,0.861
P22392,P54819,0.494
