UniprotID_1,UniprotID_2
Q6ZTQ3,Q13188
Q99626,P35222
O00257,O60315
Q02446,O43186
P36508,P20226
Q01851,P03372
P02458,O00220
P02458,P20916
P02458,P05556
P02458,P08514
P02458,P17301
P02458,Q08345
P02458,O75578
Q9UBY5,P19086
Q9UBY5,O95837
Q9UBY5,Q14344
Q9UBY5,P08754
Q9UBY5,P38405
Q9UBY5,P63096
Q9UBY5,P09471
Q9UBY5,P50148
Q9UBY5,Q03113
Q9UBY5,P30679
P30679,Q16539
Q92633,Q14289
Q92633,P19105
Q92633,O95837
Q92633,P09471
Q92633,P08754
Q92633,P63096
Q92633,Q14344
Q92633,Q03113
Q92633,P50148
Q92633,P30679
O95863,O60716
O95863,O95863
P15502,P16104
Q9UBX5,P15502
P42338,Q05513
P42338,O00750
P42338,P49841
P42338,P42338
P35712,P35222
O75093,P18827
O75093,Q96MS0
O75093,Q9Y6N7
O75093,Q9HCK4
O75093,P35052
Q8WYB5,Q13950
P00797,O15350
P00797,O75787
P00797,P01019
O15194,Q13555
O15194,Q15796
O15194,P06400
O15194,Q15797
O15194,P84022
Q92945,Q92997
Q8WV28,P15498
Q8WV28,P16333
Q8WV28,Q07889
Q8WV28,P19174
Q8WV28,Q06187
Q8WV28,P62993
P59768,P19174
P59768,P42336
P16520,P36897
P16520,P42336
P16520,P19174
Q6UW88,Q15303
Q6UW88,P00533
Q9GZT5,Q14332
Q9GZT5,Q9UP38
Q9GZT5,Q9ULV1
Q9GZT5,Q9H461
Q9GZT5,O00144
Q9GZT5,Q13467
Q9GZT5,Q9ULW2
Q9GZT5,O75084
Q9GZT5,O60353
Q9GZT5,O75197
Q9GZT5,Q9NPG1
Q9GZT5,O75581
P00734,P02679
P00734,P00451
P00734,P02671
P00734,Q14247
P00734,O14974
P00734,Q06124
P00734,P07737
P00734,Q15139
P00734,Q05655
P00734,Q13153
P00734,Q9NS28
P00734,O00161
P00734,P17676
P00734,P42345
P00734,P33151
P00734,Q05397
P00734,P25963
P00734,P04792
P00734,P26038
P00734,P49841
P00734,P29474
P00734,P50552
P00734,P31749
P00734,P17936
P00734,P07204
P00734,P08514
P00734,P07359
P00734,P14770
P00734,P55085
P00734,O00254
P00734,Q96RI0
P00734,Q07954
P00734,P25116
P50402,O43524
P54646,Q92819
P54646,Q15654
P54646,Q9Y2I7
P54646,Q96EB6
P54646,Q8NFG4
P54646,Q8IY63
P54646,Q15121
P54646,P55011
P54646,O15151
P54646,Q86TI0
P54646,P35222
P54646,P04049
P54646,P54646
P54646,P46020
P54646,P29474
P54646,Q05469
P54646,P55212
P54646,Q13131
P54646,Q9H2X6
P54646,Q13501
P54646,P17676
P54646,P04637
P54646,P46527
P54646,Q07866
P54646,P35568
P54646,P41235
P54646,Q9UQL6
P54646,Q16875
P54646,O95278
P54646,Q09472
P54646,O00418
P54646,P28562
P54646,P09874
P54646,P05549
P54646,Q9BXM7
P54646,O43524
P54646,P08151
P54646,P06241
P54646,P36956
P54646,O00763
P54646,Q9BZL4
P54646,P30260
P54646,Q13177
P54646,Q13085
P54646,P49815
P54646,Q8N122
P54646,O60825
P54646,P28482
P54646,P27361
P54646,Q92574
P54646,Q13393
P54646,Q53ET0
P54646,P50552
P54646,P06213
P54646,O75385
P54646,Q9UQB8
P54646,O14920
Q96CW1,P00533
Q2M2I8,Q2M2I8
Q2M2I8,P13637
Q2M2I8,Q9BXS5
Q2M2I8,P49757
Q2M2I8,Q96CW1
Q9UJ41,P20339
Q15276,P20339
Q15276,Q9UJ41
O95837,Q16539
Q9NQU5,Q9NQU5
Q9NQU5,O60716
Q9NQU5,Q92934
Q9NQU5,P15976
Q9NQU5,P35222
Q9NQU5,P04049
Q9NQU5,P53667
Q9NQU5,P10275
Q9NQU5,Q9BY11
Q9NQU5,Q00987
Q4KMG0,Q12982
Q4KMG0,Q16539
Q4KMG0,O60271
Q4KMG0,P00519
P55291,Q4KMG0
P78317,P29590
P78317,P35222
P78317,Q13952
P78317,P23511
P78317,P25208
P20309,P63096
P20309,P50148
P20309,O95837
P20309,P30679
P20309,P08754
Q15172,P35222
Q15172,P29474
Q15172,P10636
Q15172,O15169
Q15172,P36897
P22001,P42224
O14904,Q9NPG1
O14904,Q14332
O14904,Q9UP38
O14904,Q9ULV1
O14904,Q9H461
O14904,O00144
O14904,Q13467
O14904,Q9ULW2
O14904,O75084
O14904,O60353
O14904,O75197
O14904,O75581
O14904,O15146
O14904,P02708
Q13129,Q92963
Q13129,Q13671
Q8IZQ8,P11831
Q9UPX8,Q9P1A6
Q9UPX8,O14490
O15031,Q9C0C4
Q9NY99,Q14524
Q9NUP9,P28335
Q9NUP9,O95477
Q9NUP9,P48065
Q9NSN8,Q13574
P23975,O00264
O00192,P12830
O00192,P33151
O00192,P19022
O00192,P22223
O00192,Q96RT1
Q9HD26,P08588
Q9HD26,Q14457
Q9HD26,P51790
Q9HD26,P13569
Q9HAP6,P48050
Q9HAP6,P48065
Q5TCQ9,P60484
Q8NI35,O95049
Q8NI35,O95832
P25092,P50552
P25092,Q86UT5
Q8N3R9,P82279
Q15599,P07550
Q15599,O00141
Q15599,Q05066
Q15599,Q01814
Q15599,Q01970
Q15599,Q9BXI6
Q15599,P51790
O95477,P02647
Q13425,Q15303
Q13425,O95477
P36383,P36383
P17302,P17302
P17302,Q13164
Q07157,P36383
Q07157,P17302
Q00013,P04921
Q9NQS3,Q9NQS3
Q9NQS3,Q8N126
Q9NQS3,Q9BY67
Q9NQS3,Q92692
Q9NQS3,Q495A1
Q92692,Q92692
Q92692,P40200
Q92692,Q9NQS3
Q92692,Q15762
Q15223,Q15223
Q15223,Q9NQS3
O15197,O15197
O15197,P52799
O15197,Q15768
O15197,P55196
P29074,P20963
P29074,Q12879
P29074,O43424
P26045,P42566
P26045,P10912
P26045,P20963
P26045,P53778
P26045,P55072
P26045,P78536
Q9UQB3,P33151
Q9UQB3,P19022
Q9UQB3,P22223
Q9UQB3,P12830
Q9UQB3,Q96RT1
Q86UL8,Q99973
Q86UL8,Q9UQB3
Q86UL8,P08588
Q86UL8,Q9Y4G8
Q86UL8,P60484
Q86UL8,O43424
P51790,P05783
Q5T2W1,P51790
P31431,P31431
P31431,Q05397
P31431,P49023
P31431,P17252
P31431,P06241
P31431,Q9BRJ7
P31431,O14640
P31431,Q92997
P31431,O14641
P31431,O43184
P31431,P63000
P34741,P34741
P34741,P45983
P34741,Q12913
P34741,P09038
Q9Y624,P28482
Q9Y624,P27361
Q9Y624,P57087
O14936,O14936
O14936,Q9Y2J0
O14936,Q14155
O14936,Q02410
O14936,Q8WXD9
O14936,P58400
O14936,P41134
O14936,P31431
O14936,O75056
O14936,P34741
O14936,P18827
O14936,Q9Y624
O14936,Q9C0A0
O14936,Q9UHC6
O14910,P48065
P08588,O95837
P08588,Q5JWF2
P08588,P38405
P12814,P12931
P12814,P29350
P12814,P07384
P12814,Q13393
P12814,Q93052
P12814,Q05397
P12814,P18031
P23229,P41240
P08648,Q13418
P08648,P41240
P08648,Q05397
P08648,P17706
P08648,P22681
O14908,P08588
O14908,P12814
O14908,P17643
O14908,P23229
O14908,P08648
O14908,Q13641
O14907,Q9BST9
O14907,Q9UI32
P47900,P19086
P47900,P38405
P47900,Q14344
P47900,Q03113
P47900,P30679
P47900,P09471
P47900,P63096
P47900,Q5JWF2
Q56P42,Q9ULZ3
Q9HBU9,Q9ULZ3
Q9UFF9,Q9ULZ3
Q99575,Q9ULZ3
Q9BX69,O43353
P01571,P48551
P01571,P17181
Q9Y2C9,Q9BXR5
Q9Y2C9,Q9Y2C9
Q9Y2C9,Q9NR97
Q9Y2C9,O00206
Q9Y2C9,O15455
Q9Y2C9,Q9NR96
Q9Y2C9,Q9NYK1
Q9Y2C9,O60602
Q9Y2C9,Q15399
Q9Y2C9,Q86XR7
Q9Y2C9,O60603
Q15399,Q9BXR5
Q15399,Q9Y2C9
Q15399,Q9NR97
Q15399,O00206
Q15399,O15455
Q15399,Q9NR96
Q15399,Q9NYK1
Q15399,O60602
Q15399,Q15399
Q15399,Q86XR7
Q15399,O60603
P49662,P06493
P49662,P42574
P49662,P57764
P49662,P29466
P30622,Q14203
P01911,P30622
P01911,O60911
P01911,P07711
P01911,P25774
P01911,Q9UBX1
P01911,Q99538
P06340,P30622
P06340,O60911
P06340,P07711
P06340,P25774
P06340,Q9UBX1
P06340,Q99538
P79483,P30622
P79483,O60911
P79483,P07711
P79483,P25774
P79483,Q9UBX1
P79483,Q99538
P01906,P30622
P01906,O60911
P01906,P07711
P01906,P25774
P01906,Q9UBX1
P01906,Q99538
P01909,P30622
P01909,O60911
P01909,P07711
P01909,P25774
P01909,Q9UBX1
P01909,Q99538
P13762,P30622
P13762,O60911
P13762,P07711
P13762,P25774
P13762,Q9UBX1
P13762,Q99538
P01903,P30622
P01903,O60911
P01903,P07711
P01903,P25774
P01903,Q9UBX1
P01903,Q99538
P04440,P30622
P04440,O60911
P04440,P07711
P04440,P25774
P04440,Q9UBX1
P04440,Q99538
Q30154,P30622
Q30154,O60911
Q30154,P07711
Q30154,P25774
Q30154,Q9UBX1
Q30154,Q99538
P13765,P30622
P13765,O60911
P13765,P07711
P13765,P25774
P13765,Q9UBX1
P13765,Q99538
P20036,P30622
P20036,O60911
P20036,P07711
P20036,P25774
P20036,Q9UBX1
P20036,Q99538
P05538,P30622
P05538,O60911
P05538,P07711
P05538,P25774
P05538,Q9UBX1
P05538,Q99538
Q99538,Q99538
P01920,P30622
P01920,O60911
P01920,P07711
P01920,P25774
P01920,Q9UBX1
P01920,Q99538
Q9NR31,Q9HCU5
P28068,P30622
P28068,O60911
P28068,P07711
P28068,P25774
P28068,Q9UBX1
P28068,Q99538
P28068,P04233
P04233,P61073
P04233,Q99538
P28067,P30622
P28067,O60911
P28067,P07711
P28067,P25774
P28067,Q9UBX1
P28067,Q99538
P28067,P04233
Q15084,P27797
Q14554,Q03519
Q14554,Q03518
P13667,P30101
O15533,P30101
O15533,P27797
O15533,Q03519
O15533,Q03518
P30101,P40763
P30101,P10275
P30101,O15533
P27797,P10275
P27797,P16473
P27797,P48039
P27797,P08514
P27797,Q14162
P27797,P26006
P27797,P06756
P27797,Q07954
P27797,O15533
P27797,Q03519
P27797,Q03518
P27797,P30101
P27824,Q92934
P27824,P19634
P27824,P67809
P27824,P25963
P61769,P13747
P61769,Q8NHL6
P61769,P30511
P61769,Q30201
P61769,P29016
P61769,P06126
P61769,O15533
P61769,Q03519
P61769,Q03518
P61769,P30101
P61769,P27797
P61769,P27824
Q03519,P30101
Q03519,P27797
Q03519,O15533
Q03519,Q03518
Q96EQ8,Q7Z434
Q96EQ8,Q9BYX4
Q96EQ8,O95786
Q15654,P12931
Q15654,O43353
Q8WXC3,Q9ULZ3
Q8WXC3,P29466
Q9H257,O95999
Q9H257,O43353
Q9H257,P45983
Q9H257,Q16539
Q9Y239,Q676U5
Q9Y239,O14920
Q9Y239,P25963
Q9Y239,P29466
Q9Y239,O43353
Q9Y239,P55211
Q9Y239,P45983
Q9Y239,Q16539
Q9Y239,Q8WTQ1
Q9Y239,O15263
Q9NX02,Q9BXW9
Q5XLA6,Q9Y2G2
Q5XLA6,Q9NX02
Q5XLA6,P51878
Q5XLA6,Q9C000
Q5XLA6,P29466
Q5XLA6,Q9ULZ3
Q5XLA6,Q9NPP4
Q9H171,Q9Y572
Q9H171,Q9UHD2
Q9H171,Q14653
Q92844,Q9Y6K9
Q92844,P25963
Q92844,Q9UHD2
Q92844,Q14164
Q96C10,Q92985
Q96C10,Q14653
Q96C10,Q9BYX4
Q96C10,Q14164
Q96C10,Q9UHD2
Q96C10,Q13114
Q96C10,Q7Z434
Q96C10,O95786
Q9H0E2,Q9Y4K3
Q9H0E2,Q9H0E2
Q9H0E2,P51617
Q9BQ95,Q13233
Q13404,O43353
Q13404,Q9Y6K9
Q13404,Q9Y4K3
Q92878,P38398
Q92878,P49959
Q92878,Q13315
Q8N5C8,Q9Y6K9
Q8N5C8,Q8N5C8
Q8N5C8,P53779
Q8N5C8,P45984
Q8N5C8,P45983
Q8N5C8,P53778
Q8N5C8,O15264
Q8N5C8,Q15759
Q8N5C8,Q16539
Q8N5C8,Q9NYJ8
Q8N5C8,O43318
P19784,P04818
P19784,O95218
P19784,P08048
P19784,P17010
P19784,P13010
P19784,Q13426
P19784,Q01831
P19784,P51811
P19784,P04004
P19784,Q15906
P19784,Q9Y3E7
P19784,P11473
P19784,O75379
P19784,P46939
P19784,Q70CQ2
P19784,Q6UXZ4
P19784,P22314
P19784,Q9Y4A5
P19784,O75962
P19784,P06753
P19784,P04637
P19784,P11388
P19784,P01375
P19784,Q9H3N1
P19784,Q5JTD0
P19784,P10827
P19784,Q9UBB9
P19784,Q9UHD2
P19784,Q6P1X5
P19784,Q8N3V7
P19784,Q9Y6Q2
P19784,Q13043
P19784,P02808
P19784,P05455
P19784,P10451
P19784,P08047
P19784,Q92504
P19784,P55011
P19784,Q14493
P19784,Q96ST3
P19784,Q99590
P19784,O43290
P19784,Q14151
P19784,Q9NQC3
P19784,Q92541
P19784,Q5JTH9
P19784,P55042
P19784,P46783
P19784,P05387
P19784,P05386
P19784,P05388
P19784,Q9UBF6
P19784,O15541
P19784,P35251
P19784,Q9P2R6
P19784,Q04206
P19784,P98175
P19784,P06454
P19784,P25788
P19784,P49810
P19784,P13861
P19784,Q9ULJ8
P19784,Q13427
P19784,P61218
P19784,Q16513
P19784,P27986
P19784,Q86SQ0
P19784,P06401
P19784,P12955
P19784,O14737
P19784,Q9Y6V0
P19784,Q6VY07
P19784,Q9UQ80
P19784,P22059
P19784,P35372
P19784,Q16625
P19784,O00567
P19784,P07197
P19784,P07196
P19784,P19338
P19784,P14598
P19784,Q13765
P19784,E9PAV3
P19784,P10242
P19784,P52701
P19784,P49959
P19784,P55081
P19784,Q06413
P19784,Q9NU22
P19784,Q96EZ8
P19784,P49736
P19784,Q01726
P19784,P56270
P19784,P61244
P19784,P27361
P19784,O95819
P19784,Q15722
P19784,Q8WWI1
P19784,P18858
P19784,P41214
P19784,P32004
P19784,Q7Z4S6
P19784,O94953
P19784,P05412
P19784,P35568
P19784,O14920
P19784,P17936
P19784,P08833
P19784,P17181
P19784,Q16666
P19784,P08238
P19784,P07900
P19784,P09629
P19784,Q14527
P19784,Q00341
P19784,P51858
P19784,P13807
P19784,Q9NRY4
P19784,P06744
P19784,O60234
P19784,P17677
P19784,Q969H0
P19784,Q9UNN5
P19784,P12259
P19784,P11474
P19784,P84090
P19784,P28715
P19784,P42566
P19784,P23588
P19784,Q99613
P19784,P20042
P19784,P11161
P19784,P18146
P19784,P00533
P19784,Q9NY33
P19784,Q9Y2H0
P19784,O60832
P19784,Q9BTC0
P19784,O60231
P19784,Q7L014
P19784,P35638
P19784,P0DPQ6
P19784,Q6PD62
P19784,P01036
P19784,P05814
P19784,P53673
P19784,Q14019
P19784,P10645
P19784,O14646
P19784,P12830
P19784,P49427
P19784,P06493
P19784,P30305
P19784,P06127
P19784,Q13185
P19784,P51636
P19784,P27824
P19784,P0DP24
P19784,Q9NZU7
P19784,Q9H8G2
P19784,Q9Y5B6
P19784,P00736
P19784,P12694
P19784,Q9UIG0
P19784,P18846
P19784,P07307
P19784,Q14155
P19784,Q06481
P19784,P27695
P19784,Q13367
P19784,P39687
P19784,Q01484
P19784,Q96B36
P19784,O43823
P19784,Q02952
P19784,P35611
P19784,Q13351
P19784,Q12972
P19784,Q9NQB0
P19784,Q9UNN4
P19784,Q03135
P19784,P09497
P19784,Q92598
P19784,Q9UD71
P19784,P55087
P19784,Q13509
P19784,P35226
P19784,O75376
P19784,P21673
P19784,P03372
P19784,P13349
P19784,P49795
P19784,Q16543
P19784,O43896
P19784,Q14005
P19784,P41236
P19784,P60484
P19784,P17096
P19784,P24534
P19784,P52655
P19784,Q9Y237
P19784,Q13085
P19784,Q05940
P19784,P01106
P19784,Q16623
P19784,P18031
P19784,P04198
P19784,P07910
P19784,P37840
P19784,P17931
P19784,Q03060
P19784,O14958
P19784,P32121
P19784,P51946
P19784,P67870
P19784,P35222
P19784,Q96SB4
P19784,Q13144
P19784,Q712K3
P19784,Q9Y5B0
P19784,P42768
P19784,Q13547
P19784,P55957
P19784,Q01892
P19784,Q9UQE7
P19784,P11836
P19784,Q13541
P19784,P18887
P19784,Q92769
P19784,Q01105
P19784,Q99801
P19784,Q00613
P19784,P08575
P19784,P25963
Q8IUD2,O15111
Q16543,Q14653
Q9ULX9,Q16236
Q9ULX9,Q13724
Q9ULX9,P05412
Q96HS1,Q8IVP5
Q96HS1,Q99683
Q96HS1,Q16236
Q96HS1,Q14145
Q8TAE8,Q16236
P25713,Q16236
P25713,P09601
Q9Y5S8,Q86UR1
Q9Y5S8,P05783
Q9Y5S8,P84022
Q9Y5S8,Q16236
Q9Y5S8,P10599
P11678,Q16236
P06454,P32241
P06454,P55211
P06454,Q16236
P06454,Q14145
O14682,Q16236
O00221,P19838
O00221,Q9NWQ8
O00221,Q16236
Q9BRR0,Q9Y4P8
Q9BRR0,Q9GZQ8
Q9BRR0,O75385
P58004,Q13501
Q9UBS0,Q15633
Q9UBS0,Q6R327
Q9UBS0,P20700
Q9UBS0,O00418
Q9UBS0,P35568
Q9UBS0,Q07820
Q9UBS0,P62753
Q9UBS0,P05783
Q9UBS0,P04792
Q9UBS0,P09651
Q9UBS0,P49841
Q9UBS0,Q05195
Q9UBS0,Q53EL6
Q9UBS0,Q8N122
P40424,P15172
P40424,Q9Y6P5
P19484,Q9P2Y5
P19484,Q9GZQ8
P19484,Q13501
Q8TCT0,P04049
Q92796,Q9Y2T3
Q92796,P23634
Q13424,P29475
Q13424,Q14524
Q13424,P35499
Q13424,P53778
Q13424,Q9UI32
P02671,P00750
P02671,P05106
P02671,P05107
P02671,P08514
P02671,P33151
P02671,P06756
P02671,P11215
P02671,P08648
P02671,P20702
P02671,P05556
P04004,O00300
P04004,P15151
P04004,Q03405
P04004,P26012
P04004,P18564
P04004,P05106
P04004,P53708
P04004,P08648
P04004,P06756
P04004,P05556
Q00403,Q00403
Q9H3Z4,P62879
Q9H3Z4,Q00975
Q9Y6J0,P63098
Q9Y6E0,Q8TAE6
Q9Y6E0,Q9BUL8
Q9Y6E0,P61586
Q9Y6E0,Q9Y2H1
Q9Y6E0,Q15208
Q9Y6E0,Q9Y6E0
Q15700,P23634
Q15700,Q01814
P35462,P19086
P35462,P63096
P35462,P62993
P35462,P62879
P35462,P09471
P35462,P08754
Q99578,P15056
Q99578,Q01851
P78559,P17676
Q14183,O14795
P30626,P40763
P30626,P21817
Q14831,P62879
Q14831,P09471
Q14831,P08754
P34972,P19086
P34972,P63096
P34972,P62879
P34972,P09471
P34972,P08754
Q8NFX7,Q13277
P78352,Q15303
P78352,P78352
P78352,Q9C0B5
P78352,P23634
P78352,Q01814
P78352,P78559
Q9NZN5,Q14155
Q9NZN5,Q15052
Q9NZN5,P61586
Q9NZN5,Q9ULL4
Q9NZN5,O15031
Q9NZN5,P08069
Q9NZN5,Q07960
Q7L0J3,P21579
P54829,P27361
P54829,Q7L9L4
P54829,Q16611
P54829,P06241
P54829,Q16539
P54829,P28482
P78509,Q96B97
P78509,P56524
P78509,O75553
P78509,Q14114
P78509,P26006
P78509,P98155
P78509,P05556
O14490,P29475
P48426,O75581
Q13522,Q13522
Q13522,P62136
Q13522,P36873
P05120,P36873
P61925,Q15746
P61925,P17612
Q96PV0,P01111
O76074,P50552
Q08499,P17612
Q9UBS5,P62879
Q9UBS5,P09471
P53680,P62993
P53680,P49407
P18433,P00533
P18433,P06213
P18433,P07948
P18433,P17252
P18433,P56945
P18433,P18433
P18433,Q14721
P18433,P06239
P18433,P12931
P18433,P06241
P18433,P62993
P55010,P20042
P55010,O75821
P55010,P05198
P61011,P08240
Q8NFW9,Q9UQM7
Q9Y566,P30874
Q9Y566,O95477
Q9Y566,O94910
Q9Y566,Q9P1A6
Q9Y566,O14490
Q9Y566,Q14155
P16157,Q14643
P12036,P35222
P02686,P60201
P84074,Q13075
Q13075,P55210
Q13075,P42574
Q13075,P55211
Q9NSB8,P21817
O15079,Q13277
Q9NRD5,P23975
Q9NRD5,P04626
Q9NRD5,Q01959
Q9NRD5,P61204
Q9NRD5,P84077
Q9NRD5,Q14831
P08173,P63096
P08173,P09471
P08173,P62879
P08173,P08754
P08173,Q05639
Q9BQ69,Q9UP38
Q9Y6F9,O75197
Q9Y6F9,Q14332
Q9Y6F9,Q9ULV1
Q9Y6F9,Q9H461
Q9Y6F9,O00144
Q9Y6F9,Q13467
Q9Y6F9,Q9ULW2
Q9Y6F9,O75084
Q9Y6F9,O60353
Q9Y6F9,Q9NPG1
Q9Y6F9,Q9BQ69
Q9Y6F9,Q9UP38
P19086,Q08828
P19086,O95622
P07477,P55085
P55085,P29474
P55085,O95837
P55085,P08754
P55085,P30679
P55085,P63096
P55085,P19086
P55085,P09471
P55085,Q5JWF2
P55085,P50148
P55085,P62879
P49795,P50148
P49798,P50148
Q8N6T3,Q5S007
Q8N6T3,P84077
Q96FS4,P62834
Q9Y6D5,P84077
Q71U36,P51608
Q71U36,Q05193
Q9H1A4,Q9UJX3
Q9H1A4,Q9UJX4
Q9H1A4,Q9UJX5
Q9H1A4,Q9UJX6
Q9H1A4,Q9UM13
Q9H1A4,Q9UJX2
Q9H1A4,Q13042
Q9H1A4,Q9UM11
Q9H1A4,P30260
Q9H1A4,O95997
Q9H1A4,P35222
P28907,P16284
Q92558,O15143
P35241,P52565
P35241,P19634
P35241,P60709
O95398,Q92736
O95398,P07355
O95398,Q9UQL6
O95398,P62834
O43374,P01111
Q13972,P61586
Q13972,P24941
Q13972,P63000
Q13972,P01111
Q13237,Q12791
Q13237,P35270
Q13237,Q9Y6F6
Q13237,P08581
Q13237,Q9UL51
Q13237,Q15418
Q13237,P55211
Q13237,P53350
Q13237,P49841
Q13237,P49675
Q13237,P48436
Q13237,P30307
Q13237,P50552
Q13237,Q13237
Q13237,Q13976
Q13237,P13569
Q13237,Q14643
Q13237,P42261
Q13237,Q12778
Q13237,Q01970
Q13237,P29474
Q13237,P32929
Q13237,P04626
Q13237,Q03393
Q13237,Q14847
Q13237,P04792
Q13237,Q14831
Q13237,O76074
Q13237,P16220
Q13237,P28907
Q13237,P29475
Q9NYI0,P84077
P84077,P84077
P84077,O14939
P84077,P20309
P84077,P06213
P84077,Q13393
P84077,Q9ULH1
P84077,O43150
P84077,Q9Y2X7
Q99418,P62330
Q99418,P84077
Q03113,O15085
Q03113,P61586
Q03113,Q92888
Q92888,P61586
Q92888,Q07960
P29274,P29274
P29274,P08754
P29274,P63096
P29274,P19086
P29274,Q5JWF2
P29274,P50148
P29274,P09471
P29274,P38405
P29274,O95837
P29274,P62879
P29274,P63092
O43609,P22681
O43609,Q07889
O43609,P62993
Q13277,Q00975
Q13277,Q09470
P07550,P84996
P07550,O95467
P07550,P50148
P07550,P38405
P07550,O95837
P07550,Q5JWF2
P07550,P62879
P07550,P63092
P31150,P20336
P10114,Q12967
P10114,P01111
Q9Y4G8,P10114
Q9Y4G8,P62834
Q9UP38,Q92997
Q9UP38,O14641
Q9UP38,P63092
Q9UP38,O14640
P68363,Q05193
P68363,Q92974
Q92974,O43353
Q92974,P31749
Q92974,P61586
Q92974,Q07960
Q92974,P63000
P45880,Q16611
O60237,Q92614
P80370,Q04721
P80370,Q99466
P80370,P46531
P80370,Q9UM47
P80370,P02751
P08913,P19086
P08913,P63096
P08913,P09471
P08913,P08754
P08913,P62879
P35348,O95837
P35348,Q5JWF2
P35348,Q14344
P35348,P38405
P35348,P29992
P35348,P50148
P35348,P62879
P30542,P09471
P30542,P19086
P30542,P62879
P30542,P08754
P32004,P06756
P32004,P08648
P32004,Q12860
P32004,P21860
P32004,P04626
P32004,P00533
P32004,Q9UIW2
P32004,O14786
P32004,P15311
P13639,P13639
O00418,O96017
O00418,O00418
O00418,P13639
Q07960,P60953
Q07960,P61586
Q07960,P48426
Q07960,O14578
Q07960,O75116
Q14155,P31749
Q14155,Q9NZN5
Q14155,P22681
Q14155,Q5S007
Q14155,Q9ULV8
Q14155,Q9Y2X7
Q14155,P60953
Q14155,P63000
Q14155,Q07960
Q14155,Q13153
Q9UGP8,P11021
P39687,P55211
P39687,O14727
P10606,O14727
P51572,Q07817
P51572,P10415
P51572,Q14790
O95644,Q13469
O95644,O95644
P09455,P62993
P09455,P29353
Q13639,Q9UD71
Q13639,P19086
Q13639,P09471
Q13639,P50148
Q13639,P38405
Q13639,Q5JWF2
Q13639,O95837
Q13639,P08754
Q13639,P63096
Q13639,P62879
Q13639,P63092
Q5VWX1,Q92793
P25105,O95837
P25105,P19086
P25105,P63096
P25105,P38405
P25105,Q5JWF2
P25105,P08754
P25105,P62879
P25105,P50148
P25105,P09471
P28223,P08754
P28223,P19086
P28223,P63096
P28223,O95837
P28223,P62879
P28223,P50148
P21728,Q9UD71
P21728,Q5JWF2
P21728,P19086
P21728,P50148
P21728,P38405
P21728,P63096
P21728,O95837
P21728,P62879
P21728,P08754
P21728,P63092
Q96B97,Q14289
Q96B97,P22681
Q96B97,O43609
Q96B97,Q08043
Q96B97,O60674
Q96B97,P09455
P09471,Q08828
Q12879,Q12879
Q12879,P10636
Q12879,Q92796
Q12879,P19174
P08172,P63096
P08172,P09471
P08172,P62879
P08172,P08754
P63098,P50570
P63098,P42224
P63098,P21333
P63098,O00429
P63098,Q14934
P63098,Q12968
P63098,Q13469
P63098,P16220
P63098,Q92934
P63098,Q13936
P63098,Q14643
P63098,Q12879
P63098,Q16566
P63098,Q13522
P63098,P54829
P63098,P17600
P63098,Q71U36
P63098,P68363
P63098,P10636
P63098,P11137
P63098,P14867
P63098,Q9UD71
P63098,P29475
P63098,O95644
Q08828,P48058
Q08828,Q8TDQ1
Q16566,Q04206
Q16566,P35270
Q16566,P26678
Q16566,P29474
Q16566,P53667
Q16566,Q16566
Q16566,P05783
Q16566,Q14012
Q16566,Q92793
Q16566,Q09472
Q16566,Q9UQM7
Q16566,Q99623
Q16566,P56524
Q16566,P14866
Q16566,Q9UQL6
Q16566,P16949
Q16566,P17600
Q16566,Q03060
Q16566,P29475
Q16566,P16220
Q16566,P0DP23
Q9BXL6,P06730
Q8N4C8,Q96MT3
Q8N4C8,Q8N4C8
Q8N4C8,Q15796
Q8N4C8,Q15797
Q8N4C8,Q12809
Q8N4C8,Q16539
Q9Y2W7,P61586
Q9Y2W7,Q9NSA2
Q9Y2W7,Q9NZV8
Q9Y2W7,P16220
Q03060,P16220
Q03060,Q9Y2W7
P62834,P55196
P62834,Q9P212
P62834,P28482
P62834,P27361
P62834,P04049
P62834,P15056
P62834,Q12967
Q8IV61,P31749
Q8IV61,P62834
Q8IV61,P01111
Q14012,Q9UKV0
Q14012,P0DP23
Q14012,Q7KZI7
Q14012,P57059
Q14012,P39019
Q14012,P24844
Q14012,P26678
Q14012,P56524
Q14012,Q09472
Q14012,Q13085
Q14012,Q92974
Q14012,P42261
Q14012,P16949
Q14012,P46527
Q14012,P29475
Q14012,P18846
Q14012,O00429
Q14012,Q14155
Q14012,Q16566
Q14012,Q14012
Q14012,Q8N5S9
Q14012,Q9NP62
Q14012,Q05469
Q14012,P49757
Q14012,Q9UQL6
Q14012,P05783
Q14012,O43432
Q14012,P16220
Q14012,P17600
Q9NQ66,P29992
P08908,O95837
P08908,P50148
P08908,P09471
P08908,P63096
P08908,P19086
P08908,P62879
P08908,P63092
P08908,P08754
Q8WZA2,Q86UR5
P21579,P21579
P21579,P60880
P21579,Q16623
P21579,Q04206
P21579,Q13277
P21579,Q15878
P21579,Q13936
O14795,Q13277
Q9Y2J0,Q9ULB1
Q9Y2J0,P58400
Q9Y2J0,P20336
Q86UR5,Q86UR5
Q86UR5,Q13936
Q86UR5,P21579
