name	prize	type
Q9Y287	1	terminal
P23458	1	terminal
O00329	1	terminal
P60568	1	terminal
O75886	1	terminal
P40933	1	terminal
P15036	1	terminal
Q92783	1	terminal
O14746	1	terminal
P24941	1	terminal
Q15464	1	terminal
P24864	1	terminal
P35568	1	terminal
P19419	1	terminal
P10415	1	terminal
P22681	1	terminal
P27361	1	terminal
P42345	1	terminal
P55884	1	terminal
P43405	1	terminal
P31785	1	terminal
P14784	1	terminal
Q9NQ66	1	terminal
P14921	1	terminal
P05412	1	terminal
Q05513	1	terminal
P51692	1	terminal
O00459	1	terminal
P29353	1	terminal
P04150	1	terminal
P06241	1	terminal
P09327	1	terminal
P42224	1	terminal
Q92569	1	terminal
P31749	1	terminal
P40763	1	terminal
P42336	1	terminal
O60674	1	terminal
Q07889	1	terminal
P15336	1	terminal
P42229	1	terminal
Q9NSE2	1	terminal
O43524	1	terminal
P04049	1	terminal
Q9Y4H2	1	terminal
P48736	1	terminal
P06239	1	terminal
P52333	1	terminal
Q06124	1	terminal
P07948	1	terminal
Q9UQC2	1	terminal
P28482	1	terminal
P46109	1	terminal
P07900	1	terminal
